"location","source","target"
"/install.php?profile=ding2&locale=en","Asia/Phnom Penh",""
"/install.php?profile=ding2&locale=en","Asia/Pontianak",""
"/install.php?profile=ding2&locale=en","Asia/Pyongyang",""
"/install.php?profile=ding2&locale=en","Asia/Qatar",""
"/install.php?profile=ding2&locale=en","Asia/Qyzylorda",""
"/install.php?profile=ding2&locale=en","Asia/Rangoon",""
"/install.php?profile=ding2&locale=en","Asia/Riyadh",""
"/install.php?profile=ding2&locale=en","Asia/Sakhalin",""
"/install.php?profile=ding2&locale=en","Asia/Samarkand",""
"/install.php?profile=ding2&locale=en","Asia/Seoul",""
"/install.php?profile=ding2&locale=en","Asia/Shanghai",""
"/install.php?profile=ding2&locale=en","Asia/Singapore",""
"/install.php?profile=ding2&locale=en","Asia/Srednekolymsk",""
"/install.php?profile=ding2&locale=en","Asia/Taipei",""
"/install.php?profile=ding2&locale=en","Asia/Tashkent",""
"/install.php?profile=ding2&locale=en","Asia/Tbilisi",""
"/install.php?profile=ding2&locale=en","Asia/Tehran",""
"/install.php?profile=ding2&locale=en","Asia/Thimphu",""
"/install.php?profile=ding2&locale=en","Asia/Tokyo",""
"/install.php?profile=ding2&locale=en","Asia/Ulaanbaatar",""
"/install.php?profile=ding2&locale=en","Asia/Urumqi",""
"/install.php?profile=ding2&locale=en","Asia/Ust-Nera",""
"/install.php?profile=ding2&locale=en","Asia/Vientiane",""
"/install.php?profile=ding2&locale=en","Asia/Vladivostok",""
"/install.php?profile=ding2&locale=en","Asia/Yakutsk",""
"/install.php?profile=ding2&locale=en","Asia/Yekaterinburg",""
"/install.php?profile=ding2&locale=en","Asia/Yerevan",""
"/install.php?profile=ding2&locale=en","Atlantic/Azores",""
"/install.php?profile=ding2&locale=en","Atlantic/Bermuda",""
"/install.php?profile=ding2&locale=en","Atlantic/Canary",""
"/install.php?profile=ding2&locale=en","Atlantic/Cape Verde",""
"/install.php?profile=ding2&locale=en","Atlantic/Faroe",""
"/install.php?profile=ding2&locale=en","Atlantic/Madeira",""
"/install.php?profile=ding2&locale=en","Atlantic/Reykjavik",""
"/install.php?profile=ding2&locale=en","Atlantic/South Georgia",""
"/install.php?profile=ding2&locale=en","Atlantic/St Helena",""
"/install.php?profile=ding2&locale=en","Atlantic/Stanley",""
"/install.php?profile=ding2&locale=en","Australia/Adelaide",""
"/install.php?profile=ding2&locale=en","Australia/Brisbane",""
"/install.php?profile=ding2&locale=en","Australia/Broken Hill",""
"/install.php?profile=ding2&locale=en","Australia/Currie",""
"/install.php?profile=ding2&locale=en","Australia/Darwin",""
"/install.php?profile=ding2&locale=en","Australia/Eucla",""
"/install.php?profile=ding2&locale=en","Australia/Hobart",""
"/install.php?profile=ding2&locale=en","Australia/Lindeman",""
"/install.php?profile=ding2&locale=en","Australia/Lord Howe",""
"/install.php?profile=ding2&locale=en","Australia/Melbourne",""
"/install.php?profile=ding2&locale=en","Australia/Perth",""
"/install.php?profile=ding2&locale=en","Australia/Sydney",""
"/install.php?profile=ding2&locale=en","Europe/Amsterdam",""
"/install.php?profile=ding2&locale=en","Europe/Andorra",""
"/install.php?profile=ding2&locale=en","Europe/Athens",""
"/install.php?profile=ding2&locale=en","Europe/Belgrade",""
"/install.php?profile=ding2&locale=en","Europe/Berlin",""
"/install.php?profile=ding2&locale=en","Europe/Bratislava",""
"/install.php?profile=ding2&locale=en","Europe/Brussels",""
"/install.php?profile=ding2&locale=en","Europe/Bucharest",""
"/install.php?profile=ding2&locale=en","Europe/Budapest",""
"/install.php?profile=ding2&locale=en","Europe/Busingen",""
"/install.php?profile=ding2&locale=en","Europe/Chisinau",""
"/install.php?profile=ding2&locale=en","Europe/Copenhagen",""
"/install.php?profile=ding2&locale=en","Europe/Dublin",""
"/install.php?profile=ding2&locale=en","Europe/Gibraltar",""
"/install.php?profile=ding2&locale=en","Europe/Guernsey",""
"/install.php?profile=ding2&locale=en","Europe/Helsinki",""
"/install.php?profile=ding2&locale=en","Europe/Isle of Man",""
"/install.php?profile=ding2&locale=en","Europe/Istanbul",""
"/install.php?profile=ding2&locale=en","Europe/Jersey",""
"/install.php?profile=ding2&locale=en","Europe/Kaliningrad",""
"/install.php?profile=ding2&locale=en","Europe/Kiev",""
"/install.php?profile=ding2&locale=en","Europe/Lisbon",""
"/install.php?profile=ding2&locale=en","Europe/Ljubljana",""
"/install.php?profile=ding2&locale=en","Europe/London",""
"/install.php?profile=ding2&locale=en","Europe/Luxembourg",""
"/install.php?profile=ding2&locale=en","Europe/Madrid",""
"/install.php?profile=ding2&locale=en","Europe/Malta",""
"/install.php?profile=ding2&locale=en","Europe/Mariehamn",""
"/install.php?profile=ding2&locale=en","Europe/Minsk",""
"/install.php?profile=ding2&locale=en","Europe/Monaco",""
"/install.php?profile=ding2&locale=en","Europe/Moscow",""
"/install.php?profile=ding2&locale=en","Europe/Oslo",""
"/install.php?profile=ding2&locale=en","Europe/Paris",""
"/install.php?profile=ding2&locale=en","Europe/Podgorica",""
"/install.php?profile=ding2&locale=en","Europe/Prague",""
"/install.php?profile=ding2&locale=en","Europe/Riga",""
"/install.php?profile=ding2&locale=en","Europe/Rome",""
"/install.php?profile=ding2&locale=en","Europe/Samara",""
"/install.php?profile=ding2&locale=en","Europe/San Marino",""
"/install.php?profile=ding2&locale=en","Europe/Sarajevo",""
"/install.php?profile=ding2&locale=en","Europe/Simferopol",""
"/install.php?profile=ding2&locale=en","Europe/Skopje",""
"/install.php?profile=ding2&locale=en","Europe/Sofia",""
"/install.php?profile=ding2&locale=en","Europe/Stockholm",""
"/install.php?profile=ding2&locale=en","Europe/Tallinn",""
"/install.php?profile=ding2&locale=en","Europe/Tirane",""
"/install.php?profile=ding2&locale=en","Europe/Uzhgorod",""
"/install.php?profile=ding2&locale=en","Europe/Vaduz",""
"/install.php?profile=ding2&locale=en","Europe/Vatican",""
"/install.php?profile=ding2&locale=en","Europe/Vienna",""
"/install.php?profile=ding2&locale=en","Europe/Vilnius",""
"/install.php?profile=ding2&locale=en","Europe/Volgograd",""
"/install.php?profile=ding2&locale=en","Europe/Warsaw",""
"/install.php?profile=ding2&locale=en","Europe/Zagreb",""
"/install.php?profile=ding2&locale=en","Europe/Zaporozhye",""
"/install.php?profile=ding2&locale=en","Europe/Zurich",""
"/install.php?profile=ding2&locale=en","Indian/Antananarivo",""
"/install.php?profile=ding2&locale=en","Indian/Chagos",""
"/install.php?profile=ding2&locale=en","Indian/Christmas",""
"/install.php?profile=ding2&locale=en","Indian/Cocos",""
"/install.php?profile=ding2&locale=en","Indian/Comoro",""
"/install.php?profile=ding2&locale=en","Indian/Kerguelen",""
"/install.php?profile=ding2&locale=en","Indian/Mahe",""
"/install.php?profile=ding2&locale=en","Indian/Maldives",""
"/install.php?profile=ding2&locale=en","Indian/Mauritius",""
"/install.php?profile=ding2&locale=en","Indian/Mayotte",""
"/install.php?profile=ding2&locale=en","Indian/Reunion",""
"/install.php?profile=ding2&locale=en","Pacific/Apia",""
"/install.php?profile=ding2&locale=en","Pacific/Auckland",""
"/install.php?profile=ding2&locale=en","Pacific/Bougainville",""
"/install.php?profile=ding2&locale=en","Pacific/Chatham",""
"/install.php?profile=ding2&locale=en","Pacific/Chuuk",""
"/install.php?profile=ding2&locale=en","Pacific/Easter",""
"/install.php?profile=ding2&locale=en","Pacific/Efate",""
"/install.php?profile=ding2&locale=en","Pacific/Enderbury",""
"/install.php?profile=ding2&locale=en","Pacific/Fakaofo",""
"/install.php?profile=ding2&locale=en","Pacific/Fiji",""
"/install.php?profile=ding2&locale=en","Pacific/Funafuti",""
"/install.php?profile=ding2&locale=en","Pacific/Galapagos",""
"/install.php?profile=ding2&locale=en","Pacific/Gambier",""
"/install.php?profile=ding2&locale=en","Pacific/Guadalcanal",""
"/install.php?profile=ding2&locale=en","Pacific/Guam",""
"/install.php?profile=ding2&locale=en","Pacific/Honolulu",""
"/install.php?profile=ding2&locale=en","Pacific/Johnston",""
"/install.php?profile=ding2&locale=en","Pacific/Kiritimati",""
"/install.php?profile=ding2&locale=en","Pacific/Kosrae",""
"/install.php?profile=ding2&locale=en","Pacific/Kwajalein",""
"/install.php?profile=ding2&locale=en","Pacific/Majuro",""
"/install.php?profile=ding2&locale=en","Pacific/Marquesas",""
"/install.php?profile=ding2&locale=en","Pacific/Midway",""
"/install.php?profile=ding2&locale=en","Pacific/Nauru",""
"/install.php?profile=ding2&locale=en","Pacific/Niue",""
"/install.php?profile=ding2&locale=en","Pacific/Norfolk",""
"/install.php?profile=ding2&locale=en","Pacific/Noumea",""
"/install.php?profile=ding2&locale=en","Pacific/Pago Pago",""
"/install.php?profile=ding2&locale=en","Pacific/Palau",""
"/install.php?profile=ding2&locale=en","Pacific/Pitcairn",""
"/install.php?profile=ding2&locale=en","Pacific/Pohnpei",""
"/install.php?profile=ding2&locale=en","Pacific/Port Moresby",""
"/install.php?profile=ding2&locale=en","Pacific/Rarotonga",""
"/install.php?profile=ding2&locale=en","Pacific/Saipan",""
"/install.php?profile=ding2&locale=en","Pacific/Tahiti",""
"/install.php?profile=ding2&locale=en","Pacific/Tarawa",""
"/install.php?profile=ding2&locale=en","Pacific/Tongatapu",""
"/install.php?profile=ding2&locale=en","Pacific/Wake",""
"/install.php?profile=ding2&locale=en","Pacific/Wallis",""
"/install.php?profile=ding2&locale=en","UTC",""
"","To make your password stronger:",""
"","Make it at least 6 characters",""
"","Add lowercase letters",""
"","Add uppercase letters",""
"","Add numbers",""
"","Add punctuation",""
"","Make it different from your username",""
"","Fair",""
"","done",""
"","Status message",""
"","Error message",""
"","Warning message",""
"; misc/drupal.js","ResponseText: !responseText",""
"; misc/drupal.js","ReadyState: !readyState",""
"misc/drupal.js","CustomMessage: !customMessage",""
"profiles/ding2/modules/ding_facetbrowser/js/facetbrowser.js; ,, profiles/ding2/modules/ting_search/js/ting_search.js; , profiles/ding2/modules/ding_facetbrowser/js/ding_facetbrowser.js; ; ; profiles/ding2/modules/ting_search/js/ting_search_overlay.js","Searching please wait...",""
"","The source node for this current node's translation set.",""
"","The explanation of the most recent changes made to the node.",""
"","The content type of the node.",""
"","Tokens related to content types.",""
"","The name of the content type.",""
"","The unique machine-readable name of the content type.",""
"","The optional description of the content type.",""
"","The number of nodes belonging to the content type.",""
"","The URL of the content type's edit page.",""
"","The URL of the taxonomy term's edit page.",""
"","An array of all the term's parents, starting with the root.",""
"","Root term",""
"","The root term of the taxonomy term.",""
"","The unique machine-readable name of the vocabulary.",""
"","The URL of the vocabulary's edit page.",""
"","Base name",""
"","The base name of the file.",""
"","File byte size",""
"","The size of the file, in bytes.",""
"","Account cancellation URL",""
"","The URL of the confirm delete page for the user account.",""
"","The user roles associated with the user account.",""
"","Tokens related to menu links.",""
"","Link ID",""
"","The unique ID of the menu link.",""
"","The title of the menu link.",""
"","The URL of the menu link.",""
"","The menu link's parent.",""
"","An array of all the menu link's parents, starting with the root.",""
"","Root",""
"","The menu link's root.",""
"","Tokens related to the current page request.",""
"","The title of the current page.",""
"","The URL of the current page.",""
"","Page number",""
"","The page number of the current page when viewing paged lists.",""
"","Query string value",""
"","The value of a specific query string field of the current page.",""
"","Tokens related to URLs.",""
"","The path component of the URL.",""
"","Relative URL",""
"","The relative URL.",""
"","Absolute URL",""
"","The absolute URL.",""
"","Brief URL",""
"","The URL without the protocol and trailing backslash.",""
"","Unaliased URL",""
"","The unaliased URL.",""
"","The specific argument of the current page (e.g. 'arg:1' on the page 'node/1' returns '1').",""
"","Tokens related to arrays of strings.",""
"","The first element of the array.",""
"","The last element of the array.",""
"","The number of elements in the array.",""
"","Reversed",""
"","The array reversed.",""
"","Keys",""
"","The array of keys of the array.",""
"","Imploded",""
"","The values of the array joined together with a custom string in-between each value.",""
"","The specific value of the array.",""
"","A random number from 0 to @max.",""
"","Hash",""
"","A random hash. The possible hashing algorithms are: @hash-algos.",""
"/install.php?profile=ding2&locale=en","Submission",""
"/install.php?profile=ding2&locale=en","Tokens related to webform submissions.",""
"/install.php?profile=ding2&locale=en","The serial number of this webform submission.",""
"/install.php?profile=ding2&locale=en","Submission ID",""
"/install.php?profile=ding2&locale=en","The unique indentifier for the webform submission.",""
"/install.php?profile=ding2&locale=en","Access token",""
"/install.php?profile=ding2&locale=en","The security token used to gain access to this webform submission.",""
"/install.php?profile=ding2&locale=en","Date submitted",""
"/install.php?profile=ding2&locale=en","The date the webform was first save as draft or completed.",""
"/install.php?profile=ding2&locale=en","Date completed",""
"/install.php?profile=ding2&locale=en","The date the webform was first completed (not draft).",""
"/install.php?profile=ding2&locale=en","Date modified",""
"/install.php?profile=ding2&locale=en","The date the webform was last saved (draft or completed).",""
"/install.php?profile=ding2&locale=en","The IP address that was used when submitting the webform.",""
"/install.php?profile=ding2&locale=en","Submitter",""
"/install.php?profile=ding2&locale=en","The user that submitted the webform result.",""
"/install.php?profile=ding2&locale=en","Webform tokens related to the submission's URL.",""
"/install.php?profile=ding2&locale=en","Webform tokens related to the submission's Edit URL.",""
"/install.php?profile=ding2&locale=en","Webform submission values",""
"/install.php?profile=ding2&locale=en","Webform tokens from submitted data. Replace the ""?"" with the ""field key"", including any parent field keys separated by colons. You can append:",""
"/install.php?profile=ding2&locale=en","the question key for just that one question (grid components).",""
"/install.php?profile=ding2&locale=en","the option key for just that one option (grid and select components).",""
"/install.php?profile=ding2&locale=en","<code>@token</code> for the value without the label (the default).",""
"/install.php?profile=ding2&locale=en","<code>@token</code> for just the label.",""
"/install.php?profile=ding2&locale=en","<code>@token</code> for both the label and value together.",""
"/install.php?profile=ding2&locale=en","<code>@token</code> for just the key in a key|label pair (grid and select components).",""
"/install.php?profile=ding2&locale=en","Address field",""
"/install.php?profile=ding2&locale=en","Tokens related to address field values and their components.",""
"","Country name",""
"/install.php?profile=ding2&locale=en","The full name of the country.",""
"","Country code",""
"/install.php?profile=ding2&locale=en","The two letter ISO country code.",""
"/install.php?profile=ding2&locale=en","Administrative area (i.e. State/Province)",""
"/install.php?profile=ding2&locale=en","The administrative area value, expanded to the full name if applicable.",""
"/install.php?profile=ding2&locale=en","Administrative area (raw value)",""
"/install.php?profile=ding2&locale=en","The raw administrative area value.",""
"/install.php?profile=ding2&locale=en","The locality value.",""
"/install.php?profile=ding2&locale=en","The postal code value.",""
"/install.php?profile=ding2&locale=en","The thoroughfare value.",""
"/install.php?profile=ding2&locale=en","Premise (i.e. Street address)",""
"/install.php?profile=ding2&locale=en","Organisation",""
"/install.php?profile=ding2&locale=en","The organisation name value.",""
"/install.php?profile=ding2&locale=en","The name line value of the address.",""
"/install.php?profile=ding2&locale=en","The first name value.",""
"/install.php?profile=ding2&locale=en","The last name value.",""
"/install.php?profile=ding2&locale=en","Address formatted for MailChimp",""
"/install.php?profile=ding2&locale=en","The full address formatted for import into MailChimp.",""
"","Tokens for comments posted on the site.",""
"","The formatted content of the comment itself.",""
"","The date the comment was most recently updated.",""
"","The author of the comment, if they were logged in.",""
"","Date field values",""
"","Tokens related to date field values.",""
"","The date value.",""
"","End Date",""
"","The End date value.",""
"","Tokens associated with file types.",""
"","The name of the file type.",""
"","The unique machine-readable name of the file type.",""
"","File count",""
"","The number of files belonging to the file type.",""
"","The URL of the file type's edit page.",""
"","The file type of the file.",""
"/install.php?profile=ding2&locale=en","Download URL",""
"/install.php?profile=ding2&locale=en","The URL to download the file directly.",""
"","Tokens related to menus.",""
"","The name of the menu.",""
"","The unique machine-readable name of the menu.",""
"","The optional description of the menu.",""
"","Menu link count",""
"","The number of menu links belonging to the menu.",""
"","The URL of the menu's edit page.",""
"","The menu of the menu link.",""
"","The URL of the menu link's edit page.",""
"","Menu link",""
"","The menu link for this node.",""
"/install.php?profile=ding2&locale=en","Generated by the Metatag module, may not be used to fill in other meta tags.",""
"/install.php?profile=ding2&locale=en","Meta tags for this taxonomy term.",""
"/install.php?profile=ding2&locale=en","Meta tags for this node.",""
"/install.php?profile=ding2&locale=en","Meta tags for this user.",""
"/install.php?profile=ding2&locale=en","Custom pager",""
"/install.php?profile=ding2&locale=en","A custom pager (from the Metatag module). Currently set to ""@pager"" which would be output as e.g. ""@page"".",""
"","Tokens related to individual content items, or ""nodes"".",""
"","Content ID",""
"","The unique ID of the content item, or ""node"".",""
"","The unique ID of the node's latest revision.",""
"","Translation set ID",""
"","The unique ID of the original-language version of this node, if one exists.",""
"","Content type name",""
"","The human-readable name of the node type.",""
"","The main body text of the node.",""
"","The summary of the node's main body text.",""
"/install.php?profile=ding2&locale=en","Raw name",""
"/install.php?profile=ding2&locale=en","The raw login name of the user account, unprocessed by the RealName module.",""
"/install.php?profile=ding2&locale=en","Tokens related to individual relations.",""
"/install.php?profile=ding2&locale=en","The unique ID of the relation.",""
"/install.php?profile=ding2&locale=en","The unique ID of the relation's latest revision.",""
"/install.php?profile=ding2&locale=en","Relation type label",""
"/install.php?profile=ding2&locale=en","The human-readable name of the relation type.",""
"/install.php?profile=ding2&locale=en","The URL of the relation.",""
"/install.php?profile=ding2&locale=en","The URL of the relation's edit page.",""
"/install.php?profile=ding2&locale=en","The date the relation was created.",""
"/install.php?profile=ding2&locale=en","The date the relation was most recently updated.",""
"/install.php?profile=ding2&locale=en","The author of the relation.",""
"","Publish on date",""
"/install.php?profile=ding2&locale=en","The date the node will be published.",""
"/install.php?profile=ding2&locale=en","Unpublish on date",""
"/install.php?profile=ding2&locale=en","The date the node will be unpublished.",""
"","Tokens for site-wide settings and other global information.",""
"","Tokens related to times and dates.",""
"","Tokens related to uploaded files.",""
"","URL (brief)",""
"","The URL of the site's front page without the protocol.",""
"","Short format",""
"","A date in 'short' format. (%date)",""
"","Medium format",""
"; modules/locale/locale.datepicker.js","Mon",""
"","A date in 'medium' format. (%date)",""
"","Long format",""
"","A date in 'long' format. (%date)",""
"","Custom format",""
"","the PHP documentation",""
"","A date in a custom format. See !php-date for details.",""
"","Time-since",""
"","A date in 'time-since' format. (%date)",""
"","Raw timestamp",""
"","A date in UNIX timestamp format (%date)",""
"","The location of the file relative to Drupal root.",""
"","Tokens related to taxonomy terms.",""
"","Vocabularies",""
"","Tokens related to taxonomy vocabularies.",""
"","The number of nodes tagged with terms belonging to the taxonomy vocabulary.",""
"","The parent term of the taxonomy term, if one exists.",""
"","Tokens related to individual user accounts.",""
"","Tokens related to the currently logged in user.",""
"","The URL of the account edit page.",""
"/install.php?profile=ding2&locale=en","@entity_type UUID",""
"/install.php?profile=ding2&locale=en","The universally unique ID of the @entity",""
"/install.php?profile=ding2&locale=en","@entity_type revision UUID",""
"/install.php?profile=ding2&locale=en","The universally unique revision ID of the @entity",""
"","Variables",""
"","Tokens for variable values.",""
"/install.php?profile=ding2&locale=en","Tokens related to workflows.",""
"/install.php?profile=ding2&locale=en","Workflow Transition",""
"/install.php?profile=ding2&locale=en","Tokens related to workflow transitions.",""
"/install.php?profile=ding2&locale=en","Workflow State",""
"/install.php?profile=ding2&locale=en","Tokens related to workflow state.",""
"/install.php?profile=ding2&locale=en","Workflow last transition",""
"/install.php?profile=ding2&locale=en","Last workflow state transition of content.",""
"","Joined path",""
"","The array values each cleaned by Pathauto and then joined with the slash into a string that resembles an URL.",""
"","Tokens related to views.",""
"","The human-readable name of the view.",""
"","The description of the view.",""
"","The machine-readable name of the view.",""
"","The title of current display of the view.",""
"","The URL of the view.",""
"/install.php?profile=ding2&locale=en","Tokens related to %label Rules variables.",""
"/install.php?profile=ding2&locale=en","The value of the variable.",""
"","Tokens related to the current date and time.",""
"","Original @entity",""
"","The original @entity data if the @entity is being updated or saved.",""
"","A date in '@type' format. (%date)",""
"/install.php?profile=ding2&locale=en","The following properties may be appended to the token: @keys",""
"/install.php?profile=ding2&locale=en","List of @entities",""
"/install.php?profile=ding2&locale=en","Tokens related to the ""@name"" entities.",""
"/install.php?profile=ding2&locale=en","@type with delta @delta",""
"/install.php?profile=ding2&locale=en","The list item with delta @delta. Delta values start from 0 and are incremented by one per list item.",""
"/install.php?profile=ding2&locale=en","List of @type values",""
"/install.php?profile=ding2&locale=en","Tokens for lists of @type values.",""
"","@type field.",""
"","Also known as %labels.",""
"/install.php?profile=ding2&locale=en","The real name of the user account.",""
"","Double quotation marks",""
"","Single quotation marks (apostrophe)",""
"","Back tick",""
"","Hyphen",""
"","Underscore",""
"","Colon",""
"","Vertical bar (pipe)",""
"","Left curly bracket",""
"","Left square bracket",""
"","Right curly bracket",""
"","Right square bracket",""
"","Equal sign",""
"","Asterisk",""
"","Ampersand",""
"","Caret",""
"","Number sign (pound sign, hash)",""
"","At sign",""
"","Exclamation mark",""
"","Tilde",""
"","Left parenthesis",""
"","Right parenthesis",""
"","Question mark",""
"","Slash",""
"","Backslash",""
"/index.php","Ratings",""
"/index.php","This is the list of materials you have rated. Rate materials and get recommendations for similar content.",""
"/index.php","Add objects to your own lists as you browse the website.",""
"/index.php","Create new lists to group objects",""
"/index.php","Users I follow",""
"/index.php","Lists I follow",""
"/index.php","When you find interesting lists other users maintain, you can follow them and recieve notifications when the author adds new materials to the list.",""
"/index.php","Subjects I follow",""
"/index.php","Authors I follow",""
"/index.php","Follow authors to get notifications when new materials are relased by the author. To follow an author, find a material by the author and select follow author.",""
"/index.php","Searches I follow",""
"/index.php","You can save your searches and get notifications when new materiales matches your search query. Search for something and use facets to narrow your search. Select ""add to searches I follow"" to save your query.",""
"/index.php","Loan history",""
"/index.php","Find your previous loans here. You can enable/disable the history in your profile.",""
"ding_list/ding_list.module:346 ting_openlist/ting_openlist.admin.inc:134","Books I've read",""
"/index.php","Keep a collection of books you have read here.",""
"/index.php","Read later",""
"/index.php","Keep a collection of books you want to read later here.",""
"/install.php?profile=ding2&locale=en","SSL Proxy Variable",""
"/install.php?profile=ding2&locale=en","The variable being set by the SSL proxy server.",""
"/install.php?profile=ding2&locale=en","SSL Proxy Variable Value",""
"/install.php?profile=ding2&locale=en","The value of the variable being set by the SSL proxy server.",""
"/install.php?profile=ding2&locale=en","@msg",""
"/sites/default/files/languages/da_Fkh0QkvBEWWnm6g_nWkpAH5TKkKGcMpP0hLf4ArCiYs.js?nblgtm","@name Alert",""
"misc/ajax.js","The response failed verification so will not be processed.",""
"misc/ajax.js","The callback URL is not local and not trusted: !url",""
"/index.php","Absent id",""
"/index.php","Interest period",""
"/index.php","Phone id",""
"/index.php","Preferred branch",""
"/index.php","Reservation pause",""
"/index.php","SMS",""
"/index.php","SMS id",""
"/index.php","Set your reservations on pause.",""
"/index.php","Street name",""
"/index.php","The e-mail address is not made public and will only be used if you wish to receive certain news or notifications by e-mail.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Stores dibs transactions",""
"","Transaction ID.",""
"","API module name",""
"","API delta value",""
"/install.php?profile=ding2&locale=en&id=2&op=do","API hash value. Used in payment process",""
"","Order info short",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Order price info. Serialized",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Payment time",""
"","Order id",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Payment retry count that can be used to suffix order number",""
"/install.php?profile=ding2&locale=en&id=2&op=do","0 = payment not recieved, 1 = payment recieved",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Currency code for the payment",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The price paid",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The payment type the user choose in the payment window.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The fee for the transaction",""
"","For later use.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Transaction id from DIBS.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The number of payments the transaction is splited into, 1 for default usage (no splits).",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers name",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers address",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers address 2",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers city",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers zipcode",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers country",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers email",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The customers phone",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Storage of extra parameters from the module which implements the DIBS API. The data is stored serialized.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Logs different events related to a transaction",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Log record type",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Log record subtype. Used to thme a certain log line. Not required",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Log text.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Log value. Used in combination with subtype.",""
"","Log time",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Used to store order id settings for each dibs implementation",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Order id counter",""
"","Order id prefix",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Order id suffix",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Used to store split payment transaction ids",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The transaction delta.",""
"","Pay using dibs",""
"","Pay using dibs.",""
"/index.php","Administer dibs settings",""
"/index.php","Administer dibs settings.",""
"/index.php","Administer dibs transactions",""
"/index.php","Administer dibs transactions.",""
"","Administer contact forms and contact form settings",""
"","Use the site-wide contact form",""
"","Use users' personal contact forms",""
"","The site contact form that allows users to send a message to site administrators.",""
"","User contact form",""
"","The site contact form that allows users to contact other users.",""
"","Link to contact page",""
"","Provide a simple link to the user contact page.",""
"","Site contact page",""
"","User contact",""
"","When enabled, this overrides the default Drupal behavior for displaying the user contact form at <em>user/%user/contact</em>. If no variant is selected, the default Drupal user contact form will be used.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Administer Honeypot",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Administer Honeypot-protected forms and settings",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Bypass Honeypot protection",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Bypass Honeypot form protection.",""
"","Block settings",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Block contents (boxes)",""
"/install.php?profile=ding2&locale=en&id=2&op=do","User registration form",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Site-wide contact form",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Request new password form",""
"/install.php?profile=ding2&locale=en&id=2&op=do","User debt list",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The current debts for a user",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Administer Mail System",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Select the default, per-module, and per-mailing <a href=""!interface""><code>@interface</code></a> to use for formatting and sending email messages.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Choose to receive plaintext emails via %htmlmail",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Granting this permission allows users to choose whether to receive all their emails in plaintext, rather than the default format provided by the <a href=""!htmlmail"">%htmlmail</a> module.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Node export link",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Provide a link to export the node with Node export.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Export nodes",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Export own nodes",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Use PHP to import nodes",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Required for importing, but can allow execution of PHP.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Node export filename",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Tokens related to the Node export filename.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Node ID list",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Comma seperated list of Node IDs in square brackets (if available).",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The number of nodes exported.",""
